Index,SMILES,logP,QED,Template_idx,Sub_idx
166,C[C@H]1C(=O)NC(=O)C[C@]12CCc1ccccc1C2CCCCO,2.5480000000000014,0.6626788126057255,1137,[8320]
167,Cc1nc(C2CCCc3c2[nH]c2ccc([SH](=O)=O)cc32)nc2c1C(=O)C[C@@H](C)C2,3.469820000000002,0.6324257902728136,2997,[1327]
168,NC(=[SH]c1cc([N+](=O)[O-])ccc1[O-])N1[CH]CC(c2ccc(Cl)cc2)=N1,2.4640899999999997,0.3700233659119015,1961,[8843]
169,CC1(C)CC(=O)C2=C(C1)Nc1ccccc1N[C@@H]2[C@@H]1Cc2cc(Cl)ccc2O1,5.192900000000004,0.6981324483063539,3452,[5230]
170,Cn1cnc(-c2cccc(/N=C3/C(O)=C(c4ccccc4)c4cccc[n+]43)c2)n1,3.6789000000000023,0.551517564489872,1258,[8353]
171,Cc1ncc(C#N)c2c1C(C(=O)N/N=C/c1ccccn1)OC(C)(C)C2,2.1994,0.676161751184122,2443,[5079]
172,C[C@]12C([C@H]3CCN4CCC[C@H]34)NC[C@@H]1NC(=O)c1ccccc1[C@@H]2[NH3+],0.5440000000000014,0.6982758373709872,2415,[10765]
173,CC1(CC[C@@]2(O)CCOc3ccccc32)SC(=S)N(/N=C/c2ccccc2F)[C@H]1N(O)C=O,3.8762000000000034,0.20075120616829353,3262,[6263]
174,C[C@@H]1c2ccsc2CCN1CCN1[CH][C@H](C(=O)/N=c2/[nH]c3ccccc3s2)c2ccccc2C1=O,4.738890000000004,0.43927717298444874,1564,[6956]
175,Oc1ccc(/C=N/NC2=N[C@H]3[NH+]=c4ccccc4=C3N=[NH+]2)cc1,-2.9335999999999967,0.35284217900001774,2238,[0]
176,C[C@@H]1CCc2onc(C3CCCc4c3sc3ncn5nnnc5c43)c2C1,3.315000000000002,0.5139170214170921,3192,[2859]
177,C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=C/C(=N\O)C([C@@H]([NH3+])CC(=O)[O-])C[C@]4(C)[C@H]3CC[C@@]21C,1.1203000000000012,0.36396453884049285,140,[5766]
178,Cc1nc2sc3c(c2c2ncnn12)[C@H](Cc1nc2c(c(=O)n1C)S[C@H](C)C2)CCC3,3.4404200000000023,0.4770921939427779,1791,[10876]
179,N/C=C1\C(=S)N(c2ccccc2)N=C1C[NH2+][C@@H]1CCc2cc3c(cc21)OCCO3,2.0547,0.599340023929147,2919,[2440]
180,CC[C@@H](C)C(=O)CNn1cnnc1N/N=C/c1cccc(Br)c1,2.6453000000000007,0.5442820601766132,406,[5919]
181,Cc1cc2oc3c(c(=O)c2cc1C)[C@H](c1ccccc1-c1ccc(C=O)cc1)NC3=O,4.722140000000004,0.49682473848881575,422,[11652]
182,Cc1cc2c(C3CN(C(=S)c4cc(Br)ccc4O)CCN3C(N)=S)ncnc2s1,3.745820000000002,0.507342830318232,3024,[3268]
183,C[C@@H](CCCl)S(=O)(=O)c1ccc(C#N)cc1-c1ccccc1,4.016380000000003,0.7764534273378697,1666,[8238]
184,C/[N+](=C1\S[C@@H]2CS(=O)(=O)[C@H](Br)[C@]2(C)S1)[C@H]1CCS(=O)(=O)C1Cc1ccc(Br)c(C#N)n1,2.5689800000000007,0.3708990247456225,158,[10884]
185,C[C@H]1SC2=C(C=O)[C@H](C[C@@]3(O)CCc4ccccc43)C(C#N)=C(N)N2C1=O,1.90858,0.774652667988056,2131,[11349]
186,CC1(C)Cc2cccc(-c3cccc([C@@H]4CC(c5cccnc5)=Nc5ncnn54)c3)c2O1,5.167500000000004,0.45787698613142624,2634,[7722]
187,C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@H]2[C@@H](O)C[C@]2(Cc3cc([N+](=O)[O-])cc4c3OCOC4)[CH]CC[C@H]12,4.690890000000005,0.51250475651571,2129,[2142]
188,C[C@@H]1CCc2c(F)cccc2[C@H]1[NH2+]C1c2ccccc2OC[C@@]1(C#N)[C@]1(O)CCCOC1,3.197680000000002,0.7730589862430356,1836,[6581]
189,C=CCC/C([O-])=N/S(=O)(=O)c1cccnc1[C@@H]1C[C@H](O)C[NH2+]1,-1.1355999999999975,0.3893153416876416,1467,[8502]
190,CC1(C)COC(c2cc(CC3=CC(C)(C)N4C(=O)C(=O)c5cccc3c54)cs2)=N1,4.251100000000004,0.7161926641125271,3565,[3137]
191,CC(C)(C)S(=O)(=O)/C(C#N)=C/N1CCCC([C@H](C[NH3+])C[C@H]2COc3ccccc32)C1,2.70108,0.6971106852679257,1257,[1443]
192,Cc1ccc(C2=NC3(CCCCC3C(=O)/C=N/N3CCCCC3)NC2=O)cc1,2.8412200000000016,0.8164724770347792,1446,[5584]
193,Cc1ncc(C#N)c2c1C(N1CCCCCC1)OC(C)(C)C2,3.4876000000000023,0.7962362481305447,2443,[10069]
194,CC(CC1C(=O)[C@H](C)C[C@H](C)C1=O)[C@@H]1C2=C(Oc3cc(O)cc(O)c31)C(C)(C)C(=O)C(C)(C)C2=O,4.4886000000000035,0.6095859338515109,1657,[9546]
195,CCC1=c2ccccc2=[NH+][C@@H]1N1C(=O)CN2Cc3ccccc3C[C@@H]2C1=O,-0.9170999999999963,0.7053786908194307,648,[7109]
196,CC(=O)/N=C1\S[C@H]2CS(=O)(=O)C[C@H]2N1CC[C@H](C)N,-0.15939999999999888,0.7786846978244677,1084,[3505]
197,C/C(=N\NC(=O)C1c2ccccc2Oc2ccccc21)c1cccc(-c2cc(Cl)cc([N+](=O)[O-])c2[O-])c1,5.766800000000004,0.20690113457269438,1811,[8209]
198,Cc1ccc2c(c1)=C1C(=C[CH][SH]1c1nc3c(C)cccc3c(=O)[nH]1)C(=O)[NH+]=2,0.050630000000000674,0.41558965531366077,2963,[3557]
199,O=C1N=C(N2N=C(c3ccccc3)C[C@@H]2[NH+]2C[C@H]3CCCC[C@@H]3C2)/C(=C/O)S1,2.7921000000000014,0.7532298535576619,913,[2196]
200,C[C@H]1C(=O)Nc2ccccc2CN1C[C@@H]1COCCN1CN1C(=O)C(=O)c2ccccc21,1.716999999999999,0.7383168754427702,1668,[7035]
201,CC1=c2cc(C)ccc2=[NH+][C@@H]1c1cccc(/N=C/c2cc(C)c(C)c(Br)c2O)c1,3.456260000000002,0.5928783541622857,3443,[6761]
202,Cc1c(-c2cccc([C@H]3C(C#N)=C(N)Oc4cc(O)ccc43)c2)c(=O)oc2cc(O)c(Cl)cc12,5.051200000000003,0.3477874319208341,3039,[1324]
203,CC1(C)CC(=O)C2=C(C1)Oc1nc(N)c(C#N)c(N)c1[C@H]2c1cccc(Br)c1[NH+]1CCC(=O)CC1,2.9269800000000012,0.5360026861362547,1023,[2304]
204,Cn1ccs/c1=N\C(=O)CN1C2=C(C(=O)CC(C)(C)C2)[C@H](c2cccc(Cl)c2)n2ncnc21,3.5116000000000014,0.5699038761318923,1549,[3021]
205,Cc1ccc(N2c3c(C)ccc(C)c3-c3ccccc3S2(=O)=O)cc1,5.119260000000004,0.6113755043553611,576,[10374]
206,Cc1cc(C2CCCc3c2n(N(c2ccccc2)c2ccccc2)c(=O)c2c([O-])cc(=O)oc32)nc(=O)[nH]1,3.4896200000000013,0.394838545698034,1405,[5607]
207,CC(=O)n1cc(N2c3ccccc3C(=O)N[C@@]23CCNC(=O)CC3)c2ccccc21,3.1793000000000013,0.6549224585761128,1011,[6927]
208,CC1(C)OCc2cc3c(nc2C1C[C@H](O)CC[C@H](O)C(C)(C)C)oc1cncnc13,4.101600000000003,0.6490914348072919,2972,[7827]
209,CCC1=C(C=O)[C@H](N2CC3(CC3)c3ccccc32)C2=C(CCCC2=O)N1,3.3801000000000023,0.8510125651977196,212,[9985]
210,C[C@@H]1CCC[C@@H](C)C12NC(=O)N(c1cc([C@H]3[NH2+]CCc4c3sc3c4CCCC3)ccc1F)C2=O,4.2260000000000035,0.6295661817997977,635,[5040]
211,O=S(=O)(c1ccc(F)cc1)c1cccc(-c2ccc3ncsc3c2)c1,4.935200000000003,0.480888055134301,3528,[9237]
212,Oc1ccc(/C=N/Nc2nncn2NCN2[CH]CCC2)cc1,1.1882899999999998,0.5481981843674457,672,[10833]
213,Cc1n[nH]c2c1[C@@H](c1cccc(CC(=O)N/N=C/c3ccco3)c1)SCC(=O)N2,2.77862,0.44306855176908305,3261,[7355]
214,Cn1c2c(c(=O)n(C)c1=O)[C@@H](c1cccc([C@]3(O)CSCC(C)(C)C3)c1)C1=C(N2)c2ccccc2C1=O,3.599700000000002,0.5418963022977713,968,[5780]
215,C[C@H]1CCN(c2cc(Cl)ccc2[C@H]2C(C(N)=O)=C(N)Oc3nc([O-])[nH]c(=O)c32)C[C@@H]1[NH3+],-0.8664999999999985,0.47282445370026727,2289,[5900]
216,S=C(NC1CCCN1C1=NC(=[N+]2CCCC2)SC1)N1CC[NH+]2CCC[C@H]2C1,-0.04669999999999619,0.470351791540565,858,[9325]
217,Brc1cccc2c1CC[C@H]2NC1NCc2ccccc2OC12CCOCC2,4.0835000000000035,0.7552503676688539,2480,[9884]
218,CC1(C)[C@@H]2CC=C(/C=N/NC(=O)N[C@H]3NC(=S)S[C@@H]3C3[NH+]=c4ccccc4=[NH+]3)[C@H]1C2,-1.9798999999999947,0.21232244934879263,2339,[3579]
219,CC1(C)[CH][C@@H](c2c(S(=O)(=O)NNC=O)ccc(F)c2Cl)CC1,2.5262900000000013,0.6345231353830934,81,[9461]
220,Cn1/c(=N/C(=O)Oc2ccccc2/C=N/N/C([O-])=C/[N+](=O)[O-])[nH]c2cc(Cl)ccc21,1.6188999999999996,0.2720535666364015,27,[1619]
221,CN1CCN(C(=[NH2+])[C@@H]2CSCCS2)CC1N1CCCOC1=O,-0.591599999999997,0.5331556221661532,464,[1995]
222,CC(=O)NN1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@@H]2C12CC2c1ccc([N+](=O)[O-])c(S(C)(=O)=O)c1,0.9400999999999995,0.31426813587834385,3535,[762]
223,CCC[C@H]1c2cccn2CCN1[C@@H]1C(C#N)=C(N)N(N(C)C)C2=C1C(=O)C[CH]C2,2.32087,0.8454920280710281,1500,[11523]
224,Cc1nc(C[C@@H]2CC(=O)Nc3cc(Cl)c(Cl)cc3N2)c2ccccn12,4.314920000000002,0.701695605196076,2314,[9997]
225,C[C@@H](CC1CN(/N=C/c2cc([N+](=O)[O-])ccc2Cl)CCN1)C(=O)[O-],0.6319999999999997,0.4559675132705331,718,[2521]
226,Cc1ccc2nc(-c3c([SH](=O)=O)ccc(N/N=C/c4ccccc4Br)c3[N+](=O)[O-])cc(=O)n2c1,3.7569200000000036,0.1639421828107575,132,[5366]
227,CC(C)(C)C(=O)N/N=C/c1ccc(N2C(=O)[C@@]3(NC(=O)[C@H]4COCCN43)c3ccccc32)o1,1.4374999999999991,0.538884307904137,3276,[3866]
228,Cc1cc/c(=N/S(=O)(=O)c2cccc(-c3cc(O)ccc3Br)c2)[nH]c1,3.7478200000000017,0.6786203499644484,2435,[8305]
229,CN1CCC[NH+](c2cccc(/N=C/c3cc(Br)ccc3O)c2)CC12CC[NH+](C)CC2,1.8045,0.5959622108331522,401,[7913]
230,Cc1n[nH]c2c1[C@@H](c1cccc(N3C(S)=N[C@@H]4CS(=O)(=O)C[C@@H]43)c1)SCC(=O)N2,1.76422,0.6033829663586163,3261,[8566]
231,N#CC1=C(N)Oc2cc3c(cc2[C@@H]1c1ccc(Cc2nc4ncnn4c([O-])c2Cl)c(Br)c1)OCO3,3.151480000000001,0.4051349360885701,2160,[4823]
232,O=C1C[C@@H](c2cccc3ccccc23)c2c(nc[nH]c2=O)N1C1CCC(O)CC1,3.095200000000002,0.7051881622782407,2307,[10436]
233,Cc1ccc(S(=O)(=O)/N=C(\N)N2CCNC([C@@H]3CCC[C@@H](C4CC4)C3)C2)cc1C,2.7970400000000017,0.5798512727694267,68,[8123]
234,Cc1cc(C)c2ncc(C#N)c([C@]34NC(=O)C(=O)C3=C(c3ccccc3)O[C@@H]3C=CCC[C@H]34)c2c1,4.393820000000004,0.4513230088607353,1106,[7903]
235,CN1C(=O)C[CH][SH](S(=O)(=O)c2ccccc2)/C1=N/c1ccc(Br)cc1,3.850590000000003,0.5826144143474908,2234,[8046]
236,Cc1ccc(C)c(S(=O)(=O)C2CCCC2c2c[nH]c(C)n2)c1,3.444960000000002,0.9425794630931914,1770,[4736]
237,Nc1cc[n+](Cc2c(Cl)cccc2[C@H]2NC(=O)c3oc4ccc(F)cc4c(=O)c32)cc1,3.3363000000000014,0.4819688853724822,2356,[7537]
238,Cc1nc2scc([C@H]3NC(=O)[C@@H]4N=NC(c5ccccc5)=C43)n2c(=O)c1C,2.789440000000001,0.7447565089807056,1096,[10935]
239,Cc1cc2c(cc1C)[C@@H]([NH2+]Cn1c(O)c(/N=N\C([S-])=[NH+]\c3ccccc3F)c3cc([SH](=O)=O)ccc31)CCCO2,2.9068400000000016,0.09155826518450963,319,[668]
240,C[C@@H]1CCc2c(sc3c2[C@@H](c2ccc(O)cc2)CC(=O)N3)C1C(=O)C[C@H]1NC(=O)c2cccnc21,4.432600000000003,0.5044880447042449,3405,[11066]
241,Cc1cc(Cl)nc(C2NCNC(=NS(=O)(=O)c3cccc4nsnc34)N2)n1,0.9265199999999995,0.524391037701275,758,[2120]
242,O=C1CCCC2=C1[C@H](c1cccnc1)n1c([nH+]c3ccccc31)N2c1cccs1,4.6601000000000035,0.4925773140615175,956,[7764]
243,C[C@]12CC[C@H](O)C[C@H]1CC[C@H]1[C@@H]3CC[C](O)[C@@]3(CC[C@@](C)(O)C(=O)[O-])CC(=O)[C@@H]12,1.73469,0.6544283029414218,350,[3270]
244,CC1=NC(=O)[C@@H]2C(=N1)c1ccccc1CC21CCCCC1N[C@@H]1C(=O)N(C)c2ccccc21,3.842900000000003,0.7710632897417433,3000,[928]
245,COc1cc(Cl)ccc1/C(C)=N\NC(=O)CCC=O,2.1679000000000004,0.4938403937429404,2216,[10428]
246,C[C@@H]1CCC[C@H](C)N1/N=C\c1cc(Br)cc(Br)c1Oc1ccccc1,6.600700000000005,0.47473413492207556,1969,[8238]
247,O=C(NNc1cnccn1)C1c2ccsc2-c2ccc(Cl)cc2S1(=O)=O,2.8302000000000005,0.6484098553871769,2661,[2874]
248,CC1=C(C=O)[C@@H](c2ccc(F)cc2N2CCOCC23CCCC3)n2nc(C)nc2N1,3.362820000000002,0.7812096695123474,345,[3849]
249,Cc1cc(-c2ccccc2)c(S(=O)(=O)[C@@H]2[CH]CS(=O)(=O)C2)cc1C,2.7454300000000016,0.8408093101301936,2434,[8238]
250,CC1=C2C(=O)C[CH]C([C@](C)([NH3+])C(=O)[O-])[C@@H]2Nc2ccccc2N1,-0.28960999999999854,0.6949036633377051,865,[8434]
251,Cc1cc(=O)nc(C2CN3C(=O)c4ccccc4[C@@H]3c3ccccc32)[nH]1,2.7690200000000003,0.7387662057111646,829,[8838]
252,Cc1nonc1C1c2nc3oc4cncnc4c3cc2COC1(C)C,2.9031200000000013,0.5224915783119877,2972,[2961]
253,O=[N+]([O-])c1ccc([O-])c(/N=C/c2cc(Cl)cc(Cl)c2O)c1-c1c(F)c(F)nc(F)c1F,5.049800000000002,0.18672272687087718,1875,[1017]
254,O=c1ccc2cc3c(cc2o1)O[CH]/C3=N\Oc1c2c(c(Br)c3c1OCC3)OCC2,3.762590000000002,0.4327278297360185,452,[3945]
255,Cc1cccc2sc(-c3ccccc3/C=N\NS(=O)(=O)c3ccc(F)cc3)nc12,4.723220000000002,0.3713758557135264,905,[6035]
256,CC[C@H]1CN(c2c(C)cccc2[C@H]2[CH]C(=O)Nc3c2c(C)nn3C)c2ccccc21,4.9705300000000046,0.6764159769978159,2688,[109]
257,N#CC1(C2[C@@H](/N=C3\C(=O)Nc4ccccc43)CCS2(=O)=O)CCCCC1,2.457580000000001,0.8629106867151655,2382,[3003]
258,O=S1(=O)N=C(N(CCO)/N=C/c2cc(Cl)ccc2ONC(=S)N2CCCCCC2)c2ccccc21,3.1616000000000017,0.32989279349963785,912,[343]
259,CC1=C(C=O)[C@@H](c2ccncc2S(=O)(=O)c2ccc(C#CCO)cc2)n2c(nc3ccccc32)N1,3.0957000000000017,0.3379434685563379,587,[10682]
260,Cn1cnc(=O)c2c1NC(=O)C[C@@H]2c1cccc(Cl)c1[C@@H]1C=CN=N1,2.928400000000001,0.8977071950142378,1596,[2210]
261,Nc1cc(C2CCCCc3sc4ncn5ncnc5c4c32)no1,2.7675,0.5404101475983464,822,[11014]
262,C[C@H]1CC(C)(C)CC[C@H]1C1NCN=c2s/c(=C\c3cccnc3)c(=O)n21,2.2748999999999997,0.8822418372274613,1252,[3580]
263,CC[C@H](C)C[S@](=O)CN1C(=O)c2ccccc2OC[C@@]12[CH]C[NH2+]C2,0.7935899999999998,0.8541194865106609,1800,[8520]
264,CC[C@@H](/C(N)=N/O)[C@@H]1N=C2C(c3ccccc3)=CN=C2C(=O)N1,1.1516,0.33536636052334773,2067,[899]
265,CS(=O)(=O)/N=C(\[O-])CN1[CH]CC(c2cc3ccccc3oc2=O)=N1,0.0829899999999999,0.4394103287601539,117,[5653]
266,C[C@H]1CCC[C]([C@]2(O)CCCC[C@@H]2C)C1c1ccccc1,5.105890000000005,0.8006276860368482,1164,[8238]
267,Cc1ccc(-c2cc(O)ccc2[C@H]2NC(=O)c3oc4ccc(Cl)cc4c(=O)c32)cc1,4.960220000000002,0.4827818591647157,331,[10374]
268,Cc1cc/c(=N/S(=O)(=O)c2cccc(-c3cccc4c3C(=O)OC4)c2)[nH]c1,2.950120000000001,0.7077463050077492,2435,[11495]
269,C[C@@H]1Cc2c(sc3ncn4ncnc4c23)C(N2CCC3(CCCC3)C2)C1,4.228500000000003,0.6456857620115706,2962,[1476]
270,O=c1c2cc(-c3cc(/C=N/N4CCOCC4)ccc3[N+](=O)[O-])sc2nc2ccccn12,3.150500000000002,0.27720150911298713,3029,[5287]
271,CC1(C)CC(=O)C2=C(OC(N)=C(C#N)[CH]2)C1CCCC(=O)NN,0.9442699999999999,0.4016008712663006,2680,[10193]
272,C[C@@H](NN1[CH]NN[C@@H]1[C@@H]1C=C(c2ccc(Cl)cc2)N=N1)C(=O)NN,0.2534899999999997,0.29528390379874403,1325,[5668]
273,[NH3+]C1CCC(O)([C@H]2CCO[C@]3(CCOC3)C2)CC1C(=O)N/N=C/c1ccncc1,0.2591000000000017,0.49188623253118535,258,[8398]
274,N#C[C@H]1C(c2ccc3c(n2)CCCC3=O)C(C=O)=NN1c1ccccc1,2.651480000000001,0.7990477347911457,649,[2676]
275,CC1(C)N=C(S)C(c2ccc(Cl)cc2-c2ccccc2)=N1,4.874100000000004,0.7646664882344513,3551,[8238]
276,CC1(C)CC(=O)C2=C(C1)Nc1nnnn1[C@H]2c1cccc(C2C(=N)N3N=C(S)SC3=NC2=O)c1,2.5378700000000003,0.5420913531718369,2558,[3560]
277,OCC#Cc1ccsc1C1CC2(CCN1)CCc1ccccc1O2,3.2804000000000024,0.7836507779896877,2326,[10813]
278,CN(/N=C/c1ccccc1)C1=[NH+]CCCCN1c1cc2cc([N+](=O)[O-])ccc2oc1=O,1.7038999999999997,0.2980785209202815,665,[11391]
279,Fc1ccc(C2=NN=C3CCNC(c4cccs4)[C@H]32)cc1F,3.5358000000000027,0.9035820695188963,1715,[7764]
280,Cc1ccc2c(c1)C1=C([CH]N3NC=NC3=N1)[C@@H]([C@H]1CC1(F)F)O2,2.5022100000000007,0.8661129641083252,3165,[6777]
281,CN1CCN(c2ncccc2[C@@H]2NC(=O)c3oc4ccccc4c(=O)c32)[CH]C1=O,1.4609899999999998,0.7130124460111092,883,[9683]
282,C[C@H](C=O)CS(=O)(=O)c1ccc(Br)cc1-c1cc(Cl)c([O-])c(Cl)c1,4.105200000000003,0.6421690925465968,3128,[2397]
283,C/C(=N\NC(=O)C1=NN=C(c2ccc(Br)s2)C1)c1ccc(Oc2ccc(Br)c(C)c2C)cc1,6.771440000000005,0.2550801069338668,2695,[100]
284,Cc1ccc2c(c1)=C1C(=C[CH][SH]1C1CCOCC1)C(=O)[NH+]=2,-0.37438999999999933,0.6947781297814578,2963,[11215]
285,O=[S@](Cc1cccc(C2=NO[C@@H]([C@H]3C=C(c4ccc(F)cc4)N=N3)N2)c1)C1CCCCC1,4.890100000000004,0.6780563415195848,900,[11704]
286,O=S(=O)(c1ccc(Cl)cc1)c1ccco1,2.7658000000000014,0.813627059342984,749,[0]
287,Cc1ccc(C)n1N[C@@H]1CCCc2c1cnn2CC(=O)C[C@@H](C)[S@](C)=O,2.648740000000001,0.8065460859116035,2575,[10955]
288,O=C1Nc2ccccc2[SH](c2ncnc3ccccc23)c2ccccc21,4.6738000000000035,0.38429370969594684,739,[2713]
289,O=CC1=Nc2ncnn2[C@@H](c2ccccc2)[C@H]1[C@H]1CCCCNC1=O,1.6849999999999996,0.8631610746077951,3195,[1823]
290,CC1(Cc2ccccc2C#CC[NH3+])SC(=S)N(/N=C\c2cccnc2)[C@H]1N(O)C=O,1.5176999999999996,0.17656781264274288,1060,[5626]
291,C[C@@H]1CC[C@](C#N)(c2c(S(=O)(=O)NNC=O)ccc(F)c2Cl)C1,1.9997800000000003,0.6200309241416037,81,[9552]
292,Cc1cc(S(C)(=O)=O)c(CC(=O)NNC2=c3ccccc3=[NH+]C2=O)c(S(=O)(=O)O)c1,-3.142679999999996,0.26411726086002685,403,[6391]
293,O=C1C(Cl)=C(N2CCCC(N3CC4(CCCC4)CC3=O)C2)C(=O)c2ccccc21,3.773100000000002,0.7414230938255405,1911,[8300]
294,Cc1ccc(/C=c2\s/c(=C(/C#N)C=O)n(C[C@@H]3NN=C(C4=c5ccccc5=[NH+]C4)O3)c2=O)cc1,-2.2556999999999956,0.409448774151533,1676,[9388]
295,Cn1cc(/C([O-])=N/S(=O)(=O)CCCC(C#N)S(=O)(=O)c2ccccc2)cn1,0.00308000000000086,0.44049817750974657,3308,[6679]
296,COC1CCCc2sc3ncn4ncnc4c3c21,2.3628,0.673715464279739,747,[10428]
297,CC1(CSC2=NC(=O)[C@@H]3[CH]CC(=O)NC3=N2)[C]2CC[C@@H]1c1nc3ccccc3nc12,2.8179800000000004,0.8104931949278545,3292,[8656]
298,Cc1cc(S(=O)(=O)NNC(=O)C(C)(C)C)sc1C[NH+]1C[C@H](C)[C@@H](C)C1,1.0828200000000001,0.6606612019083302,385,[7581]
299,O=[N+]([O-])c1ccc2c(c1)=[NH+][C@@H](c1cc(/C=N/N3CCOCC3)ccc1[N+](=O)[O-])[NH+]=2,-2.718099999999996,0.3187910406450488,3029,[9847]
